Tweets,Result
In Hillary Clinton's America - things get worse. #TrumpPence16 https://t.co/WdHbnhhCbW,Neutral
The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!,Negative
Thank you! Facebook: https://t.co/nmlRJqzA7SInstagram: https://t.co/5gDeluaBXG https://t.co/Pw7GS8R9Gg,Positive
"Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" ReallyI just beat 16 people and am beating her!",Negative
If Michael Bloomberg ran again for Mayor of New York he wouldn't get 10% of the vote - they would run him out of town!  #NeverHillary,Neutral
Little Michael Bloomberg who never had the guts to run for president knows nothing about me. His last term as Mayor was a disaster!,Negative
General John Allen who I never met but spoke against me last night failed badly in his fight against ISIS. His record = BAD  #NeverHillary,Negative
Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!,Negative
Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://t.co/DvP8p7ueNU,Neutral
"@AnnCoulter: I believe in science"" Dem code for ""we're shutting down coal mines steel plants and any other remaining manufacturing""""",Neutral
CAMPAIGN STATEMENT: https://t.co/RNW3ED2ifR,Neutral
Two policemen just shot in San Diego one dead. It is only getting worse. People want LAW AND ORDER!,Neutral
"Crooked Hillary Clinton made up facts about me and ""forgot"" to mention the many problems of our country in her very average scream!",Negative
The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!,Negative
No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.,Negative
Hillary's wars in the Middle East have unleashed destruction terrorism and ISIS across the world.,Negative
Hillary's vision is a borderless world where working people have no power no jobs no safety.,Neutral
Hillary will never reform Wall Street. She is owned by Wall Street!,Positive
Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.,Negative
Hillary's refusal to mention Radical Islam as she pushes a 550% increase in refugees is more proof that she is unfit to lead the country.,Negative
I will once again write a $1 MILLION check to our campaign if we hit our million-dollar end-of-month goal! https://t.co/fUTugI2R2k,Neutral
Departing now - thank you Cedar Rapids Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta,Positive
I will once again write a $1 MILLION check to our campaign if we hit our million-dollar end-of-month goal! https://t.co/CgHp1CqPSp,Neutral
#CrookedHillary https://t.co/JeXFnO6e3s,Neutral
As President I WILL fix this rigged system and only answer to YOU the American people!  https://t.co/aE4cuEQBFQhttps://t.co/hjYzQvwMaC,Neutral
Dems warn not to underestimate Trump's potential winhttps://t.co/X3xHtjhHpB,Neutral
Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic,Positive
Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.,Neutral
A vote for Clinton-Kaine is a vote for TPP NAFTA high taxes radical regulation and massive influx of refugees.,Negative
AMERICA'S FUTUREhttps://t.co/xymiA0Az7x,Neutral
Bernie caved! https://t.co/xtcOnA8cw1,Neutral
@LallyRay: Poll: Donald Trump Sees 17-Point Positive Swing in Two Weeks - Breitbart https://t.co/bVAj52fA3Y @realdonaldtrump  Great!,Positive
RT @mike_pence: Good morning! Join me in Lima Ohio - tomorrow evening at 7pm. #MAGATickets: https://t.co/sNfhyGeaAH,Positive
RT @piersmorgan: Trump makes a funny obvious joke about Russia going after Hillary's emails &amp; U.S. media goes insane with fury.He plays t…,Negative
RT @DRUDGE_REPORT: Obama Refers to Himself 119 Times During Hillary Nominating Speech... https://t.co/TyJI2DuqEk,Neutral
President Obama spoke last night about a world that doesn’t exist. 70% of the people think our country is going in the wrong direction. #DNC,Negative
@trumplican2016: @realDonaldTrump @DavidWohl stay the course mr trump your message is resonating with the PEOPLE,Positive
@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly,Positive
Our country does not feel 'great already' to the millions of wonderful people living in poverty violence and despair.,Negative
Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!,Positive
Join me live in Toledo Ohio!#MakeAmericaGreatAgainhttps://t.co/ruEvMGx4C9,Neutral
#CrookedHillary https://t.co/lwi9gqDEHE,Neutral
Thank you Pennsylvania!#MakeAmericaGreatAgain https://t.co/bbv3EhGs5x https://t.co/bbroAGTdMw,Positive
As President I will bring jobs back and get wages up for Americans who need it most.   https://t.co/rSEcsjiNFbhttps://t.co/ybFOV3gh0l,Neutral
Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw,Positive
Trump right: Illegal families crossing border set to double 51152 so farhttps://t.co/1noCe9W6Ru,Positive
Great new poll - thank you!#MakeAmericaGreatAgain https://t.co/mXovx0TLPC,Positive
If Russia or any other country or person has Hillary Clinton's 33000 illegally deleted emails perhaps they should share them with the FBI!,Negative
Join our next Vice President @Mike_Pence in Wisconsin tonight &amp; Michigan Thursday!MI: https://t.co/daR2xIhCEsWI: https://t.co/LKc7e4VZkB,Negative
Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic,Negative
"Our not very bright Vice President Joe Biden just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe that was Ted Cruz!",Negative
Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!,Negative
Hopefully the violent and vicious killing by ISIS of a beloved French priest is causing people to start thinking rationally. Get tough!,Negative
The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!,Positive
"Funny how the failing @nytimes is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!",Negative
As I have been saying Crooked Hillary will approve the job killing TPP after the election despite her statements to the contrary: top adv.,Neutral
Just like I have warned from the beginning Crooked Hillary Clinton will betray you on the TPP. https://t.co/eoNTWK6I8y,Negative
Many of Bernie's supporters have left the arena. Did Bernie go home and go to sleep?,Neutral
I hate to say it but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!,Positive
No matter what Bill Clinton says and no matter how well he says it the phony media will exclaim it to be incredible. Highly overrated!,Negative
You have no idea what my strategy on ISIS is and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly,Positive
I'm with you! I will work hard and never let you down. Make America Great Again! https://t.co/CWfECeUSSq,Positive
I'm with you! I will work hard and never let you down. Make America Great Again! https://t.co/LwxMIAn0kK,Positive
I’m with you! I will work hard and never let you down. Make America Great Again! https://t.co/ajAJ13xQvr,Positive
For the record I have ZERO investments in Russia.,Neutral
In order to try and deflect the horror and stupidity of the Wikileakes disaster the Dems said maybe it is Russia dealing with Trump. Crazy!,Negative
Dems don't want to talk ISIS b/c Hillary's foreign interventions unleashed ISIS &amp; her refugee plans make it easier for them to come here.,Positive
Bernie's exhausted he just wants to shut down and go home to bed!,Negative
The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!,Negative
Thank you New Hampshire! #MakeAmericaGreatAgain https://t.co/KRCdV77BQp,Positive
Join us in Toledo Ohio- tomorrow night at 8pm! #TrumpPence16 #MAGATickets: https://t.co/ERNRrksikq https://t.co/zmGZauCnQF,Neutral
Join us tomorrow in Scranton Pennsylvania at 3pm!#TrumpPence16 #MAGA Tickets: https://t.co/4FTydj8s9U https://t.co/7zMKhhMmhp,Neutral
Pocahontas bombed last night! Sad to watch.,Negative
Why aren't the Democrats speaking about ISIS bad trade deals broken borders police and law and order. The Republican Convention was great,Negative
Funny if you listen to @FoxNews the Democrats did not have a good day. If you listen to the other two they are fawning. What a difference,Neutral
Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work energy and money and nothing to show for it! Waste of time.,Negative
Elizabeth Warren often referred to as Pocahontas just misrepresented me and spoke glowingly about Crooked Hillary who she always hated!,Negative
Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.,Neutral
If Cory Booker is the future of the Democratic Party they have no future! I know more about Cory than he knows about himself.,Neutral
I was at @FoxNews and met Juan Williams in passing.  He asked if he could have pictures taken with me. I said fine. He then trashes on air!,Neutral
Hard to believe that Bernie Sanders has done such a complete fold. He got NOTHING for all of the time energy and money. The V.P. a joke!,Negative
While Bernie has totally given up on his fight for the people we welcome all voters who want a better future for our workers.,Positive
Clinton betrayed Bernie voters. Kaine supports TPP is in pocket of Wall Street and backed Iraq War.,Positive
Thank you OHIO! #TrumpPence16https://t.co/NOF9Td9BHs https://t.co/WPMBkYjuIm,Positive
Thank you Roanoke Virginia- be back soon! #TrumpPence16https://t.co/rwxXhfFsn1 https://t.co/HwqI2iGPDu,Positive
MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16https://t.co/4O4yjh7X4O https://t.co/cptBaZbV1v,Positive
#MakeAmericaGreatAgain https://t.co/EXsoUOsEP4 https://t.co/3ji7a14GSw,Neutral
Great POLL numbers are coming out all over. People don't want another four years of Obama and Crooked Hillary would be even worse. #MAGA,Neutral
The State of Florida is so embarrassed by the antics of Crooked Hillary Clinton and Debbie Wasserman Schultz that they will vote for CHANGE!,Negative
Wow the Republican Convention went so smoothly compared to the Dems total mess. But fear not the dishonest media will find a good spinnnn!,Positive
Here we go again with another Clinton scandal and e-mails yet (can you believe). Crooked Hillary knew the fix was in B never had a chance!,Negative
"Crooked Hillary Clinton knew everything that her ""servant"" was doing at the DNC - they just got caught that's all! They laughed at Bernie.",Negative
If Bernie Sanders after seeing the just released e-mails continues to look exhausted and done then his legacy will never be the same.,Negative
Thank you! #MakeAmericaGreatAgain https://t.co/Pzs9uwgzam,Positive
Hillary was involved in the e-mail scandal because she is the only one with judgement so bad that such a thing could have happened!,Negative
How much BAD JUDGEMENT was on display by the people in DNC in writing those really dumb e-mails using even religion against Bernie!,Negative
The new joke in town is that Russia leaked the disastrous DNC e-mails which should never have been written (stupid) because Putin likes me,Negative
Watched Crooked Hillary Clinton and Tim Kaine on 60 Minutes. No way they are going to fix America's problems. ISIS &amp; all others laughing!,Negative
The ratings for the Republican National Convention were very good but for the final night my speech great. Thank you!,Positive
The highly neurotic Debbie Wasserman Schultz is angry that after stealing and cheating her way to a Crooked Hillary victory she's out!,Negative
The Democrats are in a total meltdown but the biased media will say how great they are doing! E-mails say the rigged system is alive &amp; well!,Neutral
Even though Bernie Sanders has lost his energy and his strength I don't believe that his supporters will let Crooked Hillary off the hook!,Negative
Crooked Hillary Clinton was not at all loyal to the person in her rigged system that pushed her over the top DWS. Too bad Bernie flamed out,Neutral
If the Republican Convention had blown up with e-mails resignation of boss and the beat down of a big player. (Bernie) media would go wild,Negative
The @CNN panels are so one sided almost all against Trump. @FoxNews is so much better and the ratings are much higher. Don't watch CNN!,Positive
I always said that Debbie Wasserman Schultz was overrated. The Dems Convention is cracking up and Bernie is exhausted no energy left!,Negative
Today proves what I have always known that @Reince Priebus is the tough one and the smart one not Debbie Wasserman Shultz (@DWStweets.),Positive
Sorry folks but Bernie Sanders is exhausted just can't go on any longer. He is trying to dismiss the new e-mails and DNC disrespect. SAD!,Negative
"There is no longer a Bernie Sanders ""political revolution."" He is turning out to be a weak and somewhat pathetic figurewants it all to end!",Negative
An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.,Positive
Looks like the Bernie people will fight. If not their BLOOD SWEAT AND TEARS was a total waste of time. Kaine stands for opposite!,Neutral
Wow President Obama's brother Malik just announced that he is voting for me. Was probably treated badly by president-like everybody else!,Neutral
Bernie Sanders started off strong but with the selection of Kaine for V.P. is ending really weak. So much for a movement! TOTAL DISRESPECT,Neutral
The Crooked Hillary V.P. choice is VERY disrespectful to Bernie Sanders and all of his supporters. Just another case of BAD JUDGEMENT by H!,Negative
#MakeAmericaGreatAgain#TrumpPence16 https://t.co/gCzHX1nyxD,Neutral
@NancyNielsenn: @realDonaldTrump Dinesh D'Sousa Hillary's America. see it,Neutral
@OliMauritania: @realDonaldTrump Kaine supported the stupidest deal in the history of deals https://t.co/0FFeKTsuJn #HillaryKaine2016,Neutral
Thank you to everyone for the wonderful reviews of my speech on Thursday night. From the heart!,Positive
The Wikileaks e-mail release today was so bad to Sanders that it will make it impossible for him to support her unless he is a fraud!,Negative
Just saw Crooked Hillary and Tim Kaine together. ISIS and our other enemies are drooling. They don't look presidential to me!,Negative
I will bring jobs back and get wages up. People haven't had a real wage increase in almost twenty years. Clinton killed jobs!,Negative
Tim Kaine has been praising the Trans Pacific Partnership and has been pushing hard to get it approved. Job killer!,Negative
Funny that the Democrats would have their convention in Pennsylvania where her husband and her killed so many jobs. I will bring jobs back!,Negative
Crooked Hillary Clinton has destroyed jobs and manufacturing in Pennsylvania. Against steelworkers and miners. Husband signed NAFTA.,Negative
Leaked e-mails of DNC show plans to destroy Bernie Sanders. Mock his heritage and much more. On-line from Wikileakes really vicious. RIGGED,Negative
Pocahontas wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate. Also Crooked Hillary hates her!,Negative
Tim Kaine is and always has been owned by the banks. Bernie supporters are outraged was their last choice. Bernie fought for nothing!,Negative
The Bernie Sanders supporters are furious with the choice of Tim Kaine who represents the opposite of what Bernie stands for. Philly fight?,Negative
@Theresa_Cali: @realDonaldTrump General Michael Flynn will make a great Secretary of Defense when you become POTUS! #MakeAmericaSafeAgain,Positive
I highly recommend the just out book - THE FIELD OF FIGHT - by General Michael Flynn. How to defeat radical Islam.,Positive
Is it the same Kaine that took hundreds of thousands of dollars in gifts while Governor of Virginia and didn't get indicted while Bob M did?,Neutral
Another attack this time in Germany. Many killed. God bless the people of Munich.,Neutral
One of the best produced including the incredible stage &amp; set in the history of conventions. Great unity! Big T.V. ratings! @KarlRove,Positive
Thank you Cleveland. We love you and will be back many times!,Positive
What a great four days in Cleveland. So proud of the great job done by the RNC and all. The police and Secret Service were fantastic!,Positive
MAKE AMERICA SAFE AND GREAT AGAIN! #RNCinCLEhttps://t.co/KH2ZFHUHGP,Positive
FORMAL ACCEPTANCE OF THE NOMINATION! #TrumpPence16 https://t.co/E6ZtVjSQZa,Neutral
You can watch 360 video live from the podium! https://t.co/yqcIsBUdAi #RNCinCLE #TrumpIsWithYou #MakeAmericaGreatAgain,Neutral
This is a MOVEMENT! #RNCinCLE https://t.co/bdox6JcrAp,Neutral
I’m with you! I will work hard and never let you down. Make America Great Again! https://t.co/V92PkdHbG6 https://t.co/FhWHekyU4Q,Positive
I’m with you! I will work hard and never let you down. Make America Great Again! https://t.co/V92PkdHbG6 https://t.co/SQs6ERk6El,Positive
Thank you @DonaldJTrumpJr. Proud of you! #RNCinCLE #TrumpPence2016 https://t.co/gobSNWughP,Positive
We’ve just set a new goal: raise $4 million from our grassroots supporters by MIDNIGHT! https://t.co/Ssrh55C6hW https://t.co/8E0LiC8wYE,Neutral
We’ve just set a new goal: raise $4 million from our grassroots supporters by MIDNIGHT! https://t.co/Ssrh55C6hW https://t.co/9Hd6dRcojF,Neutral
Great job @IvankaTrump! #RNCinCLEhttps://t.co/swsAKE11F0,Positive
Other than a small group of people who have suffered massive and embarrassing losses the party is VERY united. Great love in the arena!,Negative
Limited opportunity to get your OFFICIAL Trump gear! Shop now!  https://t.co/3lUaSztKYx,Neutral
Ted Cruz talks about the Constitution but doesn't say that if the Dems win the Presidency the new JUSTICES appointed will destroy us all!,Neutral
I am soooo proud of my children Don Eric and Tiffany - their speeches under enormous pressure were incredible. Ivanka intros me tonight!,Positive
Great job @EricTrump! Proud of you!#AmericaFirst #RNCinCLE https://t.co/S7IHXDrmsJ,Positive
MAKE AMERICA GREAT AGAIN! https://t.co/qL9rjb7OsD,Positive
Arena was packed totally electric!,Neutral
.@mike_pence was fantastic tonight. Will be a great V.P.,Positive
Our next Vice President of the United States of America Gov. @Mike_Pence!#GOPinCLE #GOPConvention#AmericaFirst https://t.co/TZT3XcKp1c,Negative
Wow Ted Cruz got booed off the stage didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!,Positive
Great job @EricTrump! Proud of you! #AmericaFirst #RNCinCLEhttps://t.co/EE7C6XKDkt https://t.co/946U6bgREQ,Positive
Limited opportunity to get your OFFICIAL Trump gear! Shop now! https://t.co/3lUaSztKYx https://t.co/ssNVgF7PTt,Neutral
Limited opportunity to get your OFFICIAL Trump gear! Shop now! https://t.co/LQMDdNkUwR https://t.co/KSAv65FuiD,Neutral
Thank you @ScottWalker! #AmericaFirst #RNCinCLE https://t.co/k2Poy3gGvQ,Positive
#TextTrump88022 for exclusive @realDonaldTrump updates!  We will Make America Great Again!,Positive
Thank you to Governor @ScottWalker for such warm support. Great speech!,Positive
Thank you @IngrahamAngle! #AmericaFirst https://t.co/cv3I3xRSOK,Positive
#AmericaFirst #RNCinCLE https://t.co/PvdTA8HTCC,Neutral
Watching the #GOPConvention#AmericaFirst #RNCinCLE,Neutral
John Kasich was never asked by me to be V.P. Just arrived in Cleveland - will be a great two days!,Positive
URGENT: we’ve just announced a $2 million fundraising goal tonight. Please stand with us! https://t.co/Ssrh55C6hW https://t.co/2KjT4TJ07Y,Negative
STATEMENT ON MELANIA SPEECHhttps://t.co/uzBOm21Pug,Neutral
The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.,Neutral
Good news is Melania's speech got more publicity than any in the history of politics especially if you believe that all press is good press!,Positive
In November I think the people of Ohio will remember that the Republicans picked Cleveland instead of going to another state. Jobs!,Neutral
Bill Hemmer of @FoxNews was very nice in explaining the excitement and energy in the arena. More than in past years.,Positive
Congratulations to my children Don and Tiffany on having done a fantastic job last night. I am very proud of you!,Positive
Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!,Positive
The ROLL CALL is beginning at the Republican National Convention. Very exciting!,Positive
#MakeAmericaWorkAgain #TrumpPence16 #RNCinCLE https://t.co/bsUp4MSysD https://t.co/mYBjp03XYf,Neutral
#MakeAmericaWorkAgain#TrumpPence16 #RNCinCLE https://t.co/xlB2C1cpKp https://t.co/5Kv03luMZW,Neutral
@RoxaneTancredi:  Democrats are coming to TRUMP. I used to be proud of the dem party. No more It is crooked and not for the people.,Neutral
It was truly an honor to introduce my wife Melania. Her speech and demeanor were absolutely incredible. Very proud! #GOPConvention,Positive
Will be on @OreillyFactor tonight at 8:30pm @FoxNews- prior to Melania's speech at the #GOPConvention. Tune in- she will do great! #RNCinCLE,Positive
#MakeAmericaSafeAgain!#GOPConvention #RNCinCLE https://t.co/QniZIsGrG8 https://t.co/Kvq6r6WkQ1,Neutral
Networks other than low ratings @CNN have been very fair and exciting!,Positive
.@CNN is the worst.They go to their dumb one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!,Neutral
Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife Melania. Place looks beautiful!,Positive
Thank you Mahoning County Ohio! See you soon! #MakeAmericaSafeAgain https://t.co/TNJMUKImpK https://t.co/iFdqRvaL3q,Positive
RT @foxandfriends: STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE https://t.co/TzGbDs88b3,Neutral
President Obama just had a news conference but he doesn't have a clue. Our country is a divided crime scene and it will only get worse!,Negative
Our country is totally divided and our enemies are watching. We are not looking good we are not looking smart we are not looking tough!,Positive
@60Minutes: DonaldTrump and his running mate @Mike_Pence to appear on #60Minutes in first joint interview. CBS https://t.co/lZH7qw9qmu,Neutral
I will be on @60Minutes tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!,Negative
We are TRYING to fight ISIS and now our own people are killing our police. Our country is divided and out of control. The world is watching,Negative
We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to...https://t.co/pPNrzG8kEa,Negative
The ratings at @FoxNews blow away the ratings of @CNN - not even close. That's because CNN is the Clinton News Network and people don't like,Neutral
.@FoxNews is much better and far more truthful than @CNN which is all negative. Guests are stacked for Crooked Hillary! I don't watch.,Positive
If Goofy Elizabeth Warren a very weak Senator didn't lie about her heritage (being Native American) she would be nothing today. Pick her H,Negative
I hope that Crooked Hillary picks Goofy Elizabeth Warren sometimes referred to as Pocahontas as her V.P. Then we can litigate her fraud!,Negative
It doesn't matter that Crooked Hillary has experience look at all of the bad decisions she has made. Bernie said she has bad judgement!,Negative
As the days and weeks go by  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!,Negative
We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,Positive
Goofy Elizabeth Warren who may be the least productive Senator in the U.S. Senate must prove she is not a fraud. Without the con it's over,Neutral
Thank you to Jack Morgan Tamara Neo Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!,Positive
@TrumpDoonbeg: Great news! We've been nominated for Ireland's Best Golf Hotel 2016.We would appreciate your vote! https://t.co/5uEBphqdG9,Positive
Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,Positive
Donate Today To Help Make America Great Again! You Can Help Stop Crooked Hillary Clinton! https://t.co/swzCe5PiNI https://t.co/0fmgNBuAcc,Neutral
Donate Today To Help Make America Great Again! You Can Help Stop Crooked Hillary Clinton! https://t.co/VlObaDG4eR https://t.co/mBDwW5orrd,Neutral
Thank you! #TrumpPence16 https://t.co/RHprMCsGT6,Positive
Crooked Hillary Clinton is bought and paid for by Wall Street lobbyists and special interests. She will sell our country down the tubes!,Negative
Very sad that a person who has made so many mistakes Crooked Hillary Clinton can put out such false and vicious ads with her phony money!,Negative
Crooked Hillary who embarrassed herself and the country with her e-mail lies has been a DISASTER on foreign policy. Look what's happening!,Negative
Crooked Hillary is spending big Wall Street money on ads saying I don't have foreign policy experience yet look what her policies have done,Negative
Look forward to introducing Governor Mike Pence (who has done a spectacular job in the great State of Indiana). My first choice from start!,Positive
Look forward to Governor Mike Pence V.P. introduction tomorrow in New York City.,Neutral
I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.,Neutral
Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O &amp; Hillary!,Negative
#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,Neutral
My prayers and condolences to the victims and families of the terrible tragedy in Nice France. We are with you in every way!,Negative
In light of the horrible attack in Nice France I have postponed tomorrow's news conference concerning my Vice Presidential announcement.,Negative
Another horrific attack this time in Nice France. Many dead and injured. When will we learn? It is only getting worse.,Negative
I employ many people in the State of Virginia - JOBS JOBS JOBS! Crooked Hillary will sell us out just like her husband did with NAFTA.,Neutral
Another new poll. Thank you for your support! Join the MOVEMENT today! #ImWithYou https://t.co/3KWOl2ibaW https://t.co/miT4atHxQz,Positive
Great new poll- thank you America!#Trump2016 #ImWithYou https://t.co/aVH9c5QRwc,Positive
I will be making the announcement of my Vice Presidential pick on Friday at 11am in Manhattan. Details to follow.,Negative
If I win the Presidency we will swamp Justice Ginsburg with real judges and real legal opinions!,Positive
Even the @NYTimes and @WashingtonPost Editorial Boards condemned Justice Ginsburg for her ethical and legal breach. What was she thinking?,Neutral
Is Supreme Court Justice Ruth Bader Ginsburg going to apologize to me for her misconduct? Big mistake by an incompetent judge!,Negative
On my way to San Diego to raise money for the Republican Party. I am spending a lot myself and also helping others.,Positive
Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.,Negative
Despite spending $500k a day on TV ads alone #CrookedHillary falls flat in nationwide @QuinnipiacPoll. Having ZERO impact. Sad!!,Negative
Lyin' Crooked Hillary's email stories all have one thing in common. https://t.co/teoVCYXKOR,Negative
Is President Obama trying to destroy Israel with all his bad moves? Think about it and let me know!,Negative
The Republican platform is most pro-Israel of all time!,Neutral
New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!,Positive
#CrookedHillary is outspending me by a combined 31 to 1 in Florida Ohio &amp; Pennsylvania. I haven't started yet! https://t.co/BcoPrwqFMe,Neutral
Thank you Florida Ohio and Pennsylvania! #CrookedHillary is not qualified. #ImWithYou https://t.co/M1yzgyeEdY,Positive
Thank you! #ImWithYou https://t.co/6XkUQ0W4QS,Positive
Justice Ginsburg of the U.S. Supreme Court has embarrassed all by making very dumb political statements about me. Her mind is shot - resign!,Neutral
THANK YOU INDIANA! #Trump2016 https://t.co/Jmkah9wGaA,Positive
Thank you Iowa- see you soon!#Trump2016 #ImWithYou https://t.co/gva0MbgnuO https://t.co/PE1jdqZysc,Positive
I will be interviewed by @oreillyfactor tonight on @FoxNews at 8pm. Enjoy!,Positive
The American people agree. No free pass for #CrookedHillary! https://t.co/lTjLVKkzh1,Positive
To all the Bernie voters who want to stop bad trade deals &amp; global special interests we welcome you with open arms. People first.,Positive
Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.,Neutral
Bernie Sanders endorsing Crooked Hillary Clinton is like Occupy Wall Street endorsing Goldman Sachs.,Positive
#CrookedHillary is not qualified!https://t.co/6qi7KTW43O,Positive
I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!,Positive
Bernie Sanders who has lost most of his leverage has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!,Neutral
This election is a choice between law order &amp; safety - or chaos crime &amp; violence. I will make America safe again for everyone. #ImWithYou,Negative
For too many years our inner cities have been left behind. I am going to deliver jobs safety and protection for those in need.,Positive
Crime is out of control and rapidly getting worse. Look what is going on in Chicago and our inner cities. Not good!,Neutral
#MakeAmericaGreatAgain #ImWithYouhttps://t.co/lb5ViCDH0g https://t.co/roVn7pAVfy,Neutral
Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..https://t.co/qVwfjgCHU7,Positive
Speech on Veterans' Reform:https://t.co/XB7RMwesMK,Positive
Great poll- Florida! Thank you! https://t.co/4FuPpL5WOM,Positive
Thoughts and prayers with the victims and their families- along with everyone at the Berrien County Courthouse in St. Joseph Michigan.,Neutral
Join me in Westfield Indiana- tomorrow night at 7:30pm! #Trump2016 Tickets: https://t.co/Jj9TmSEoOd https://t.co/Rq6YRHlpib,Neutral
I heard that the underachieving John King of @CNN on Inside Politics was one hour of lies. Happily few people are watching - dead network!,Neutral
The media is so dishonest. If I make a statement they twist it and turn it to make it sound bad or foolish.They think the public is stupid!,Negative
President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!,Neutral
Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,Negative
New poll - thank you! #Trump2016https://t.co/Mi87Vmw06H https://t.co/WmqvcYG4r3,Positive
Way to go @serenawilliams  - you are a true champion. Proud of you!,Positive
MAKE AMERICA SAFE AGAIN!https://t.co/m0AJWlV8nm https://t.co/P0GleHEmJy,Positive
Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on @CNN?,Negative
Due to the horrific events taking place in our country I have decided to postpone my speech on economic opportunity- today in Miami.,Negative
Last night's horrific execution-style shootings of 12 Dallas law enforcement officers...https://t.co/mwzYU98yTt,Negative
Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country,Negative
After today Crooked Hillary can officially be called Lyin' Crooked Hillary.,Negative
Thank you Speaker @PRyan!#AmericaFirst #Trump2016  https://t.co/PPsyxGPdFc,Positive
#MakeAmericaGreatAgain  https://t.co/fxlVgfAA1l,Neutral
Thank you Rep. Collins! #Trump2016 https://t.co/zkmPywMDxg,Positive
Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!,Positive
Great being in Cincinnati Ohio last night- thank you! Off to Washington D.C. now. #Trump2016 #AmericaFirst https://t.co/sryJgRyd56,Positive
Where is the outrage for this Disney book? Is this the 'Star of David' also? Dishonest media! #Frozen https://t.co/4LJBpSm8xa,Negative
To all of my twitter followers please contribute whatever you can to the campaign. We must beat Crooked Hillary. https://t.co/Xv8Q1GuWiH,Negative
